Time,Phocaeicola_A_858004,Faecalibacterium,Bacteroides_H,Lachnospira,unknown_Genus_4,Phascolarctobacterium_A,Mesosutterella,Blautia_A_141781,Akkermansia,unknown_Genus_55
1.0,1.669407572673144,-4.4830502481920105,1.2417017619397757,-4.4830502481920105,-4.0447984753022865,-4.197873514211834,-4.4830502481920105,-2.358404200330206,-3.487953945656054,0.2986241658202977
2.0,1.3208176308278987,-4.751323689166716,0.6827841790217455,-4.751323689166716,-2.158566760120043,-2.5075089722450867,-4.751323689166716,-1.8595733445048674,-1.7600856034530579,0.31648739834958395
3.0,1.1253389311017994,-4.8837655634009165,0.3100617952627267,-4.8837655634009165,-1.8140406857748168,-1.918295288382506,-4.8837655634009165,-1.712549427324395,-1.2662059665001788,0.2899278732260058
4.0,1.0391935731244328,-4.91363820586246,0.21346672247466025,-4.91363820586246,-1.7360096579834097,-1.5092877650929761,-4.91363820586246,-1.6824471796262137,-0.9427891468442988,0.2572061897654523
5.0,1.1572567091473203,-3.856781825787363,0.46170054838738284,-3.5437520410462064,-1.7606021315468992,-0.9500421086650874,-4.786656068035377,-1.7712902569830833,-0.5052808244838021,0.17404253952701465
6.0,1.4051150560077434,-2.5666748870920433,0.8880146419266215,-2.2940836207654183,-1.8577498091183484,-0.36581235905395815,-4.559277519914991,-2.070752169543405,-0.01895972735341811,-0.18799088599015246
7.0,1.549713245197477,-1.6723021079025897,1.2678673085970453,-1.5688264777498815,-1.9561371946754051,-0.08768282025168705,-4.38930373845667,-2.4285126242298083,0.2229821958814835,-1.0374802746210734
8.0,1.5052355821049763,-0.270300565122533,1.8371662657759038,-0.932590133485681,-0.8917832983330767,-0.13304189227461105,-4.206324296827834,-1.7493109878508073,-1.0636902937193886,-1.8587738872913993
9.0,1.8640813312736753,-0.7775581227682538,1.8138510198687878,-1.3634057431852815,-1.169585123072137,-0.04534471888173863,-4.065764857906139,-1.5900752986359494,-1.169585123072137,0.06747109598704615
10.0,1.4068241930253689,-1.0905960055271597,1.4657951291892766,-0.7871443315543232,-0.9806318349541749,-0.44727877638440594,-4.436624389542263,-2.2060804429338967,-0.8506172242422836,-2.5397620005390467
11.0,1.2485742778006625,-0.5963389814916673,0.9512872807004498,-0.3996257355802473,-1.5032506645917572,-1.033402079835684,-4.690007903197947,-2.8267107858527067,-1.7847559456311641,-2.4594639565895813
12.0,1.7225792366361838,-1.1531933115661164,1.6927546474498625,-0.4549300026168783,-1.0060460114024568,-0.27331752203512494,-4.172145246061435,-1.7341636387293038,-0.14778492167734303,-1.309952756521061
13.0,1.9776550120978897,-0.6976113486936373,0.9808378754331168,-1.3078801934542876,-1.0563656868979563,-0.714674439064702,-4.274432647919957,-2.061780188672975,-0.5912027498978829,-0.2994435761546801
14.0,1.9676075937172568,-0.540372490174915,1.4406521233878173,-0.18541926741482184,-1.499628869829491,-1.0931040883860574,-4.148981803820027,-2.5929516904380843,-0.37084180341028095,-0.40538613932637224
15.0,1.3229626366237157,-0.4943844483889648,1.1703702005914334,0.12632162389989343,-1.7112182031980865,-0.7088588435526564,-4.511839226501884,-2.7101368577352725,-0.8258475899576792,-2.543336902473741
16.0,1.2321155722908772,-0.9592866969862017,1.3274554870137152,-1.5015288484287943,-2.0381905532468063,-0.6874994028097987,-4.490479785759026,-2.4551284939716553,-0.9417334837318965,0.2626704547393377
17.0,1.2746177936920349,-1.1213266379340574,1.052690043251382,-1.3961219853003963,-2.1987834186654496,-0.8854062773068003,-4.65371696747626,-2.4878408629591737,-1.3606742455660479,-0.4355676088639169
18.0,1.2730139750056422,-1.2914163231575895,0.7543546627343094,-1.3563653478604754,-2.354603246767677,-1.132252511680083,-4.820998280548265,-2.5499118361337625,-1.737034710689457,-1.8516184254155235
19.0,1.17235170339378,-2.16318293291392,1.0077344132027324,-1.5636558583835258,-2.0236929517995725,-1.205326495573685,-4.772876765690189,-2.8760143766869732,-1.0463490060824565,-1.1291341063834008
20.0,1.7014919564462088,-0.9756108994290433,1.5890038987559558,-0.2570827181607447,-1.3418481892619023,-0.6446624116920714,-4.29414246968001,-2.3728253929838985,-1.7299708538157157,-2.810274662043108
21.0,1.2786812121805124,-1.696500831771826,1.0248727260876622,-0.33298504838945897,-1.0474045065435096,-0.9908416290231821,-4.6545228002789125,-2.6263822818950855,-0.9866203253468875,-2.6263822818950855
22.0,0.6530730551330597,-1.2324970164182667,0.5836519981139408,-3.8478447624918393,-2.113716360410291,-1.6912899692760401,-3.1858454600509023,-2.7808393700561287,-5.169594075844259,-1.380199482703548
23.0,1.4636711565152303,-3.0068102090806765,0.6331831794960749,-1.988291566209218,-2.176209426097952,-1.2483960980192719,-4.723299893127729,-2.67368119031943,-0.4894920565565335,-0.8877347676817804
24.0,1.1886174835738403,-1.727569752920966,0.9460679402910872,-1.6955222052005103,-1.8500037078831326,-1.3657838981426318,-4.816556162348801,-3.0518327414976345,-1.350204076789387,-1.855682605409282
25.0,1.6084429497807036,-1.2524702849930986,0.8308265734009075,-1.6679111199491938,-1.206275944451796,-1.356785234668922,-4.4482736346084675,-1.8926061228991058,-1.0097890823570164,0.6217531587203862
26.0,1.5508923605598726,-0.7414716283834979,1.267344410401651,-2.190773063675496,-1.2988997229049182,-1.1454777425669422,-4.419860528246392,-1.9257914915505872,-0.8694146154802151,0.02431784995484776
27.0,1.431662706334176,-0.4735937211729335,1.5463017497990774,-2.737491784582758,-1.5500631650626007,-1.0133525862896438,-4.434017135436771,-2.076005393509705,-0.7397857537307035,-2.1077235466455617
28.0,1.4245711239364014,-1.2207732532146096,1.3625017842789446,-2.0804724923204696,-1.8394968729277248,-1.4647822680706315,-4.523246089423809,-2.286808748040459,-0.7425940991651072,-0.9057370427977438
29.0,1.384448473600211,-1.0712837589902584,1.4389436005444933,-0.38861873602135466,-2.046589194432791,-0.8541945009047875,-4.4553263836542225,-2.178580037366648,-0.3598245865920786,-3.8537504198797436
30.0,1.6930448312103499,-2.9465631560567047,0.6653653831439743,-2.4257293300713725,-1.8565357763170054,-0.9161352216314307,-4.56989682912192,-2.2931504828343465,-0.6349475784076546,-0.431384662604259
31.0,1.5349393222221979,-1.450713303775144,1.175260567199804,-0.5082944763196,-2.4229139509484043,-0.5925047637614655,-4.493559208954439,-2.5722421322583267,-0.677175138639281,-1.4325159523784583
32.0,1.501523335948631,-1.0642035652769297,1.1494110018513006,-0.6252199177343574,-2.468840346441007,-0.6421755692622972,-4.275514790231579,-2.629882948902243,-0.6864624589390931,-1.653128632611367
33.0,1.4464668176234676,-0.8788929982326197,1.1158345237361726,-0.7287425712074374,-2.52538786973028,-0.6833163165545248,-3.7677515188071817,-2.680518586521125,-0.8158425687245803,-1.9113862275271156
34.0,1.4015004284838852,-0.7372870587892728,1.0830730992159339,-0.8282939666448308,-2.5187654308548333,-0.7607573017046909,-3.4161363171992734,-2.64330244787631,-0.8979964938202265,-2.21262636217786
35.0,1.3926579917291493,-0.5503761446395119,1.0676547190727856,-0.9576624323801157,-2.5703599319968373,-0.7713341956735871,-3.0043125886545385,-2.637208899756066,-1.0288899245578897,-2.381095610058574
36.0,1.3028787933085788,-0.5210748182893812,0.9763475177884755,-1.2495117722901559,-2.723020209283989,-0.8607182902113739,-2.845440214606977,-2.700237063353082,-1.2424964393872266,-2.746334552818517
37.0,1.2754215949436087,-0.4529825340247049,0.9374285450760529,-1.491620032346478,-2.6803006166235503,-0.9124973108860899,-2.6383897683876842,-2.6452540622869156,-1.4203382223735246,-2.9867478268949483
38.0,1.2153283416913148,-0.4637951617958538,0.885245009199477,-1.7954960039942982,-2.732055711204008,-0.9935240942955432,-2.4993000201333326,-2.724997621308725,-1.7103794409616158,-3.310356660042331
39.0,1.180186705170073,-0.39603564184074713,0.8666981782934262,-2.097905113998688,-2.7439268718960936,-1.06271569401241,-2.4239162218326995,-2.696195521751734,-1.8815065030089788,-3.5941905787990085
40.0,1.1427311383220213,-0.3919689536101125,0.8503070794476133,-2.421410855380532,-2.7370717730237195,-1.077268260272556,-2.283693707286728,-2.6467938479511637,-2.201404367349044,-3.689274072263341
41.0,1.1092590296431795,-0.3424763213461537,0.8914291833142398,-2.6995620499071307,-2.7460258626656002,-1.1348608613330042,-2.256298756972661,-2.62461219003131,-2.2730930334139976,-3.7829584184266998
42.0,1.0786207712461842,-0.40050315367758804,0.9067572514854498,-2.7220750201467987,-2.7620318661914003,-1.174197716439953,-2.259891594562078,-2.6286550390784584,-2.4346899914944173,-3.8380456484029746
43.0,0.47490022294807743,-0.18430327327564422,1.043633423080815,-1.7442803807345433,-2.106006429858505,-1.1559177436364374,-2.3331046323232796,-2.320843665730104,-2.2888642170964797,-2.6274127437353947
44.0,0.5234373070398575,-0.04027678789004652,1.1240820293038243,-1.2858348101895927,-1.7446290020460054,-0.4454561834336985,-2.5203590685673336,-2.4752000771725675,-3.682353636872828,-0.8086212006644327
45.0,1.1117804318068292,0.4232806532747788,1.6722047749719802,-1.800273744688631,-1.965603325922459,-0.9439285552058072,-2.5444702005940996,-2.2052254448051865,-4.077020090976205,1.6455752670736983
46.0,0.8182730744951472,-0.320170018275838,0.3522866491608587,-1.7421321739616606,-1.6146791433887844,-1.1514980073829466,-1.9077872457781517,-2.934135555292162,-5.01169255158797,-1.0418811793902416
47.0,0.9693268788104115,-0.597739887551189,0.3429102893355829,-1.2033960103937986,-1.782925262443732,-1.0744593859918659,-1.6521621423533512,-2.617674852408955,-4.911211198872797,-0.36553446522523525
48.0,1.1775846254723232,-1.1730087881712046,0.35955804973450234,-0.7914638557729012,-2.1362540338802463,-1.0017820243341102,-1.4091121918981262,-2.2964665483409954,-4.676092789171252,0.44277200804690464
49.0,0.929533012273785,-0.5915679323413863,1.123765444269317,-2.036753283400903,-2.336563292468256,-0.8417360325668355,-3.6245568227343155,-2.729059027276749,-4.512442842671092,1.1178636120710934
50.0,0.8839663734965184,-1.1704618559165163,0.5953625030137542,-2.553679382450409,-1.8000886876254842,-1.2723074084679813,-3.6361853370185298,-2.8235307775435574,-4.986845926231675,-0.39497244434040235
51.0,0.9532529310772397,-0.5503890772984881,0.8512846992384011,-3.0997247861030828,-2.329665408637497,-1.0718280994261415,-2.991688667903437,-2.5127073700058395,-4.612041526230948,-0.41901257221845256
52.0,0.8746796409496647,-0.9433087122388182,0.8457347469223389,-2.9498609511356224,-1.9518380304042489,-0.7521456576366874,-2.886938205787359,-2.183107418018183,-4.66424347775315,-0.25683196122006047
53.0,0.7992849348642905,-1.8713815787561288,0.8488741152220687,-2.6982014577898674,-1.4715597847855721,-0.6252374597094699,-2.993860432996178,-2.1607199551877887,-4.874081007992704,-0.07277737300506226
54.0,1.2824735439216828,-0.5012171643756846,0.6373522656764055,-2.056630058435258,-0.9159429495583469,-1.7068568427378308,-2.2374171714440707,-2.484905848773819,-4.805813872325874,-1.7168274628980384
55.0,0.692355043581983,-0.5777686296197992,0.06935582576315125,-2.7500077227220636,-1.208539414763985,-2.3690326824681938,-3.088045410539893,-1.6361570158743466,-5.192781319825403,-1.4755660763808458
56.0,0.13169821658298764,-0.7352577184072735,-0.26202699931296336,-3.596973674971215,-1.4395044973176034,-2.770103582889912,-4.255346613135763,-1.4542877234656872,-5.468768321142234,-1.378775259335769
57.0,0.570243717474473,-1.1507146328891042,0.9604182938169893,-1.378727046299492,-2.135272395832061,-1.2259397832410077,-2.3307099635018194,-2.4140283230917694,-2.841050777794992,-0.7626700622804072
58.0,0.19528785150803785,-1.09107516094027,0.8173531097758571,-1.274712302840351,-1.6858807531204691,-1.3592851624717373,-2.076443025692197,-2.3309489500066443,-2.6051943722648794,-2.82485775579873
59.0,0.44670273714206044,-1.16392969794991,0.8536625913397704,-1.3313585477311685,-1.6433758422877294,-1.2652450752361595,-1.9900193500608927,-2.2655345508355866,-1.825630764171114,-2.560998574000865
60.0,0.7374792490213646,-1.286595392989664,0.7744804879350706,-1.6742044375474112,-1.1024326196348269,-1.230053985459456,-1.5733470229162014,-1.9993001189172555,-1.9578022622035554,-2.703763900302624
61.0,0.949471787073864,-1.5004400949784649,0.5396299417554999,-2.661812843635351,-0.5587100487714571,-1.2956777774460635,-1.1234001308510906,-1.7161393142921915,-2.4926985535711177,-3.294832370354218
62.0,1.0090872874385608,-1.6689752040301993,0.35435886190047317,-4.5672991839991814,-0.37978087927928095,-1.36230415030557,-0.9709552875852168,-1.6137541671579048,-3.0242344635473577,-3.89613382058715
63.0,0.9867275205241198,-1.532030902900781,0.35937463136564984,-4.211521818582258,-0.4226016129224166,-1.3471396178348076,-1.0336653135379787,-1.646933288597666,-2.8880689854867176,-3.8873903849697706
64.0,0.9654170595149808,-1.4211689944033294,0.3971984342193644,-3.469288235446043,-0.45335402092286237,-1.322608571732858,-1.0958259308094347,-1.7103263644983635,-2.6302428888179508,-3.8675878413529423
65.0,0.9266415635990568,-1.3747998007614652,0.4589888935349169,-2.9653682828177352,-0.503364269465324,-1.3380678002269806,-1.136265150521395,-1.7899029189566067,-2.3531826659946935,-3.6719553055395417
66.0,0.8865448045838247,-1.2902473427982872,0.5400150327495692,-2.598592145649505,-0.5348183637839428,-1.3370191417379529,-1.254878262638761,-1.8806051061437719,-2.054871879303528,-3.539399548006916
67.0,0.8858660878409665,-1.3058520694890663,0.6222598376650046,-2.303114608858204,-0.565213430671025,-1.3364362955605404,-1.3818173696606006,-1.977456756539362,-1.836297621675807,-3.384900878375358
68.0,0.8855863815151632,-1.2406410100844476,0.7074245846687257,-2.047801625895728,-0.586447817788136,-1.291775297565438,-1.47521030417085,-2.118529276330748,-1.6179928357089026,-3.2566761450414274
69.0,0.8510713834411183,-1.2462134752238854,0.7559859281030388,-1.9063344770927062,-0.671741330806894,-1.2960329380847766,-1.5619725741968369,-2.1974419014508557,-1.5245977581129162,-3.3019527385228082
70.0,0.8645235518147243,-1.2219618473470861,0.819038587585059,-1.7922055666023007,-0.7297379429677231,-1.2688666294466238,-1.7029826350295574,-2.2172855672151415,-1.409243886357514,-3.1176509683168816
71.0,0.8404495590056291,-1.2289244046595322,0.8177958766417823,-1.7679386059717723,-0.844387768974491,-1.2539890022719833,-1.7942130417854814,-2.2959125941807947,-1.367343298258739,-3.211112835079591
72.0,1.3118967286277985,-1.1424397724201496,1.353946494931348,-1.73524515915431,-1.9270140361924772,-0.7825335336581922,-1.5192224717479759,-1.9945852935009283,-2.107659725844214,-3.7703945634162706
73.0,1.3268760876928205,-1.023719773292175,1.3424119735704263,-1.827281073680353,-1.9657255029552592,-0.7719472184424516,-1.5591667192433163,-1.9697467084624152,-2.0025120898417987,-3.6955919622106523
74.0,1.2744551858642517,-1.0077753926011823,1.3001967023396426,-1.9778141491905288,-1.9507522440781884,-0.8176071832131089,-1.5923798986226552,-1.973903035569096,-1.766640900584112,-3.8263724504622756
75.0,1.1842869985983098,-1.039675206987392,1.2315481526147574,-2.081848149670515,-1.981058751573321,-0.8804374833449509,-1.7282556410358292,-1.992183080079096,-1.6537758443377175,-3.6681928618930613
76.0,1.1016332750756679,-1.0094998169490883,1.1842352962096117,-2.2510255011234555,-1.9810563242521169,-0.9042972940532104,-1.806523269498879,-2.06576474484318,-1.3710467835105766,-3.513293352387173
77.0,0.9619647821806325,-1.0407843781023374,1.0984093143202993,-2.5203450424467295,-2.03011382717897,-1.0220028839611257,-2.003282963944409,-2.0968797583564918,-1.2339887492086028,-3.368146372525656
78.0,0.881692628659319,-1.0389556366180481,1.055778034580856,-2.6845115043973924,-2.036933439719578,-1.0634912664641427,-2.104944772845641,-2.13349958417736,-1.0924721559765693,-3.188317558408205
79.0,0.7801859682763104,-1.0769642583823473,0.98605322892541,-2.881916415742056,-2.0363936764561763,-1.1841408492536365,-2.2915210048873633,-2.1199947299768875,-1.0240285760144774,-2.9879301826448317
80.0,0.7275308037966453,-1.059183335680518,0.9370416376860962,-3.2055928070172093,-2.0612154548585573,-1.2300840454000062,-2.4756114317406746,-2.147343093972134,-0.9447950604997217,-2.7754214408080276
81.0,0.6841984697868988,-1.074728358694937,0.8541563303969024,-3.6096055193962897,-2.058482978969674,-1.3469390148625588,-2.777508127758452,-2.1274381940103355,-0.9582920553789822,-2.55458100830435
82.0,0.859045056528775,-1.450527581667999,0.302972973083125,-4.679485305890959,-1.6675711952459487,-1.8528351769634461,-3.8471837218081957,-1.762095865979971,-1.5968488308562707,-0.2824735411603687
83.0,1.4360264780295429,-0.7628658339281542,0.7504332562304177,-3.1145212326282135,-1.393765701933122,-0.9710976070549009,-2.3541588407206486,-2.136285189069766,-2.5745397570053132,-4.049724694565616
84.0,1.3142195895274413,-0.3141638429115585,0.9175043252625033,-3.562595796784881,-1.3398345618036922,-1.7677185193692053,-1.583106484767847,-1.9217825908375619,-4.440563753896116,-2.3729457322724934
85.0,0.8184426569333578,-1.0460774896599425,0.8590501417468082,-3.273199399123797,-1.7312867477245841,-0.8492843671518366,-1.6509361763035806,-2.186192546869652,-1.8553695626318214,-4.3783780338853395
86.0,0.9369033038292509,-1.1016699310748712,0.8129756038404723,-2.9710677181409744,-1.617575936528719,-0.8611565535650945,-1.6277040006331216,-2.314393864639037,-1.8426450399750154,-4.4509672956377635
87.0,1.1692631536375115,-1.156520566769764,0.6718322966082697,-2.747752295119364,-1.4268737636583748,-0.8830527298233108,-1.623972270200809,-2.3738435350992733,-1.8806825439980623,-4.587221609000992
88.0,1.40024097017686,-1.1598424715799367,0.4661032722783258,-2.4684733353122987,-1.2385552219246097,-0.9763747224445143,-1.597098034839406,-2.5061766666356546,-1.9643983169250858,-4.52557501657496
89.0,1.5441673326865333,-1.1937273739879415,0.24625863896441014,-2.083049667655781,-1.1253685752488107,-1.0256520804211897,-1.5929201253352105,-2.659131908160513,-2.0645087802209177,-4.617828846701251
90.0,1.5769515549267692,-1.195083682553876,0.1439309876883954,-1.7894658050929926,-1.0785344423162209,-1.0895967776683042,-1.627023301743915,-2.71060341848082,-2.3245066140810624,-4.6145603846713925
91.0,0.6696622170063675,-0.9656009177143552,0.13717836082781032,-0.9140745907151604,-2.718923720340859,-1.0991114825489048,-2.630441663746754,-1.8982295828288642,-3.144994576802749,-5.1946132796110485
92.0,0.8460845123814956,-1.5294070063586431,0.2806909121558372,-0.6616617664188851,-2.9324027339262306,-1.1799741994717101,-2.265971808010616,-2.2398420691856193,-1.2613972828585702,-5.076570232976779
