"Time","Phocaeicola_A_858004","Anaerostipes","Faecalibacterium","Coprococcus_A_121497","Mediterraneibacter_A_155507","Butyrivibrio_A_180067","Bacteroides_H","Phascolarctobacterium_A","Paramuribaculum","Ruminococcus_E","other"
0,0.368222222222222,0.00416666666666667,0.0868888888888889,0.0132777777777778,0.00472222222222222,0.0750555555555556,0.0942222222222222,0.0220555555555556,0.0309444444444444,0,0.300444444444444
1,0.392444444444444,0.00133333333333333,0.112444444444444,0.0258888888888889,0.00322222222222222,0.0533888888888889,0.144333333333333,0.0311666666666667,0.0224444444444444,0,0.213333333333333
2,0.495055555555556,0.000555555555555556,0.0753888888888889,0.0169444444444444,0.00172222222222222,0.0723888888888889,0.140555555555556,0.0221111111111111,0.0317222222222222,0,0.143555555555556
3,0.446833333333333,0.00277777777777778,0.109222222222222,0.0176111111111111,0.00222222222222222,0.0888333333333333,0.0973888888888889,0.0218888888888889,0.03,0,0.183222222222222
4,0.498777777777778,0.000277777777777778,0.0294444444444444,0.00705555555555556,0.00122222222222222,0.143,0.115277777777778,0.0256111111111111,0.0328333333333333,0.000888888888888889,0.145611111111111
5,0.379944444444444,0.00183333333333333,0.0811666666666667,0.0268888888888889,0.00577777777777778,0.0639444444444444,0.109277777777778,0.0270555555555556,0.0345555555555556,0.00316666666666667,0.266388888888889
6,0.556055555555556,0.000166666666666667,0.0501666666666667,0.00811111111111111,0.00227777777777778,0.0543333333333333,0.122222222222222,0.0247222222222222,0.0271111111111111,0.00272222222222222,0.152111111111111
7,0.4885,0.000555555555555556,0.0555,0.0186666666666667,0.000333333333333333,0.109277777777778,0.124888888888889,0.0261111111111111,0.0278888888888889,0.00927777777777778,0.139
8,0.413,0.00127777777777778,0.150111111111111,0.0202222222222222,0.00222222222222222,0.0770555555555556,0.116722222222222,0.0158333333333333,0.0284444444444444,0.0214444444444444,0.153666666666667
9,0.477833333333333,0.000722222222222222,0.0779444444444444,0.0111111111111111,0.000944444444444444,0.0186666666666667,0.134777777777778,0.0202222222222222,0.0396666666666667,0.0681666666666667,0.149944444444444
10,0.375333333333333,0.00594444444444444,0.180388888888889,0.0453888888888889,0.00711111111111111,0.0108333333333333,0.0827222222222222,0.0116666666666667,0.0194444444444444,0.0298888888888889,0.231277777777778
11,0.375277777777778,0.00355555555555556,0.228388888888889,0.0240555555555556,0.00322222222222222,0.002,0.106555555555556,0.0168888888888889,0.0283888888888889,0.0132222222222222,0.198444444444444
12,0.436833333333333,0.00638888888888889,0.173722222222222,0.013,0.00405555555555556,0.00216666666666667,0.0853333333333333,0.0239444444444444,0.0302777777777778,0.00655555555555556,0.217722222222222
13,0.406277777777778,0.00372222222222222,0.181055555555556,0.0256111111111111,0.00322222222222222,0.0651666666666667,0.0771111111111111,0.0143333333333333,0.0228333333333333,0.0188888888888889,0.181777777777778
14,0.570166666666667,5e-04,0.0677777777777778,0.00916666666666667,0.000722222222222222,0.0225555555555556,0.104166666666667,0.0338888888888889,0.0376111111111111,0.00488888888888889,0.148555555555556
15,0.435388888888889,0.00333333333333333,0.127055555555556,0.0333333333333333,0.00322222222222222,0.0478333333333333,0.0816111111111111,0.0288888888888889,0.0272777777777778,0.00594444444444444,0.206111111111111
16,0.448277777777778,0.00494444444444444,0.101277777777778,0.0333888888888889,0.00177777777777778,0.0497222222222222,0.138888888888889,0.0208888888888889,0.0167777777777778,0.0366111111111111,0.147444444444444
17,0.300944444444444,0.00383333333333333,0.170611111111111,0.0857777777777778,0.00577777777777778,0.0106666666666667,0.0964444444444444,0.0142777777777778,0.0138333333333333,0.041,0.256833333333333
18,0.405,0.00216666666666667,0.199222222222222,0.0505,0.00166666666666667,0.0825555555555555,0.0679444444444444,0.0120555555555556,0.0160555555555556,0.00522222222222222,0.157611111111111
19,0.352111111111111,0.00494444444444444,0.216166666666667,0.0662222222222222,0.00344444444444444,0.0412222222222222,0.0743888888888889,0.0185,0.0178888888888889,0.00172222222222222,0.203388888888889
20,0.315,0.00727777777777778,0.216111111111111,0.0783333333333333,0.00527777777777778,0.00438888888888889,0.0973333333333333,0.0203333333333333,0.0206111111111111,0,0.235333333333333
21,0.507277777777778,0.00361111111111111,0.128833333333333,0.0444444444444444,0.00138888888888889,0.00133333333333333,0.147166666666667,0.0169444444444444,0.0184444444444444,5.55555555555556e-05,0.1305
22,0.390277777777778,0.00211111111111111,0.146,0.0155555555555556,0.00388888888888889,0.007,0.141833333333333,0.0479444444444444,0.0417222222222222,0.000222222222222222,0.203444444444444
23,0.272333333333333,0.0248333333333333,0.101666666666667,0.00455555555555556,0.0431666666666667,0,0.0888333333333333,0.0243888888888889,0.0467222222222222,0,0.3935
24,0.3795,0.00266666666666667,0.160777777777778,0.0452222222222222,0.00661111111111111,0.000222222222222222,0.173166666666667,0.0336666666666667,0.0132777777777778,5.55555555555556e-05,0.184833333333333
25,0.336055555555556,0.00194444444444444,0.166277777777778,0.0384444444444444,0.00527777777777778,0.00483333333333333,0.193888888888889,0.0158888888888889,0.0109444444444444,0.018,0.208444444444444
26,0.402875273768743,0.000954680743527826,0.0982759588925703,0.0212837648115909,0.00258325377660471,0.0427921603863649,0.194474083225698,0.027685741562307,0.0250463300949065,0.015331049587241,0.168697703150446
27,0.484055555555556,0.000333333333333333,0.0287777777777778,0.00816666666666667,0.000666666666666667,0.0761111111111111,0.177833333333333,0.0389444444444444,0.0386666666666667,0.0107222222222222,0.135722222222222
28,0.498283309336582,0.00121829659984494,0.103499833868645,0.0213201904972865,0.000941411008971093,0.0585336139107321,0.127478126038321,0.0237567836969764,0.0229815040425296,0.0068667626536715,0.135120168346439
29,0.493055555555556,0.00211111111111111,0.179,0.0346666666666667,0.00133333333333333,0.0393333333333333,0.0832222222222222,0.00883333333333333,0.00744444444444444,0.00472222222222222,0.146277777777778
30,0.485055555555556,0.00172222222222222,0.167277777777778,0.033,0.00122222222222222,0.0368333333333333,0.1065,0.015,0.0152777777777778,0.00466666666666667,0.133444444444444
31,0.385888888888889,0.000555555555555556,0.0651666666666667,0.0144444444444444,0.00211111111111111,0.014,0.183666666666667,0.055,0.0816111111111111,0.00433333333333333,0.193222222222222
32,0.215166666666667,0.00366666666666667,0.1835,0.0647777777777778,0.0085,0.0151666666666667,0.142555555555556,0.0302222222222222,0.0302222222222222,0.00633333333333333,0.299888888888889
33,0.323444444444444,0.00622222222222222,0.221444444444444,0.0628333333333333,0.00555555555555556,0.000333333333333333,0.112111111111111,0.00838888888888889,0.0165,0,0.243166666666667
34,0.452666666666667,0.00105555555555556,0.149888888888889,0.0477777777777778,0.00188888888888889,0.000333333333333333,0.141777777777778,0.0205,0.0267222222222222,0.000333333333333333,0.157055555555556
35,0.455333333333333,0.000833333333333333,0.120722222222222,0.0257222222222222,0.000833333333333333,0.0116111111111111,0.207,0.0187222222222222,0.0233333333333333,0.00972222222222222,0.126166666666667
36,0.363555555555556,0.00283333333333333,0.147944444444444,0.0494444444444444,0.0035,0.00527777777777778,0.161444444444444,0.0129444444444444,0.0281111111111111,0.0113333333333333,0.213611111111111
37,0.418111111111111,0.000722222222222222,0.0563888888888889,0.00972222222222222,0.00105555555555556,0.000277777777777778,0.261222222222222,0.0355,0.0556111111111111,0.00611111111111111,0.155277777777778
38,0.478666666666667,0.000722222222222222,0.0431666666666667,0.00477777777777778,0.000277777777777778,0.000111111111111111,0.231,0.0471666666666667,0.0331666666666667,0.00672222222222222,0.154222222222222
39,0.507166666666667,0.000277777777777778,0.0492777777777778,0.00766666666666667,0.000222222222222222,0.0136111111111111,0.2,0.0315555555555556,0.0228333333333333,0.0147777777777778,0.152611111111111
40,0.492555555555556,0.000388888888888889,0.0828333333333333,0.0115555555555556,0.000277777777777778,0.0417777777777778,0.175555555555556,0.0225555555555556,0.0392777777777778,0.00605555555555556,0.127166666666667
41,0.368222222222222,0.00183333333333333,0.162666666666667,0.0338333333333333,0.00266666666666667,0.0463888888888889,0.15,0.0227777777777778,0.0194444444444444,0.0045,0.187666666666667
42,0.241666666666667,0.0115555555555556,0.193888888888889,0.0474444444444444,0.00594444444444444,0.0252777777777778,0.119722222222222,0.0162222222222222,0.0219444444444444,0.0203888888888889,0.295944444444444
43,0.187611111111111,0.0095,0.185333333333333,0.07,0.00605555555555556,0.0194444444444444,0.161444444444444,0.0193888888888889,0.0245555555555556,0.0183888888888889,0.298277777777778
44,0.343222222222222,0.00688888888888889,0.189777777777778,0.0437777777777778,0.00777777777777778,0.00561111111111111,0.144833333333333,0.0158333333333333,0.0218888888888889,0.00833333333333333,0.212055555555556
45,0.306833333333333,0.00755555555555556,0.191722222222222,0.0300555555555556,0.00555555555555556,0.00105555555555556,0.214888888888889,0.0284444444444444,0.0284444444444444,0.00127777777777778,0.184166666666667
46,0.308333333333333,0.00544444444444444,0.141611111111111,0.0166111111111111,0.008,5.55555555555556e-05,0.182388888888889,0.0236666666666667,0.0287222222222222,0.00616666666666667,0.279
47,0.417888888888889,0.000277777777777778,0.139111111111111,0.0667222222222222,0.00433333333333333,0.000222222222222222,0.158222222222222,0.0253333333333333,0.0217777777777778,0.00727777777777778,0.158833333333333
48,0.355722222222222,0.000444444444444444,0.0702222222222222,0.0095,0.00577777777777778,0.00466666666666667,0.164888888888889,0.0537222222222222,0.0702777777777778,0.00722222222222222,0.257555555555556
49,0.445777777777778,0.000166666666666667,0.0822777777777778,0.0252777777777778,0.00188888888888889,0.00666666666666667,0.205444444444444,0.0285,0.0235555555555556,0.0172777777777778,0.163166666666667
50,0.356166666666667,0.000444444444444444,0.140055555555556,0.0502777777777778,0.00188888888888889,0.00244444444444444,0.215555555555556,0.0221666666666667,0.0282222222222222,0.00561111111111111,0.177166666666667
51,0.306833333333333,0.0015,0.1575,0.0514444444444444,0.00455555555555556,0.0312222222222222,0.188388888888889,0.0213333333333333,0.0215555555555556,0.0122222222222222,0.203444444444444
52,0.268222222222222,0.00111111111111111,0.173611111111111,0.0547222222222222,0.00572222222222222,0.0252777777777778,0.1475,0.0211666666666667,0.0362222222222222,0.0153333333333333,0.251111111111111
53,0.435,0.000388888888888889,0.232222222222222,0.0112777777777778,0.00183333333333333,0.00355555555555556,0.128611111111111,0.0106111111111111,0.0215555555555556,0.00111111111111111,0.153833333333333
54,0.319944444444444,0.0035,0.240944444444444,0.0452777777777778,0.005,0.0153888888888889,0.127388888888889,0.0118888888888889,0.00872222222222222,0.000111111111111111,0.221833333333333
55,0.333666666666667,0.00116666666666667,0.163333333333333,0.0387222222222222,0.00255555555555556,0.115666666666667,0.149611111111111,0.00833333333333333,0.0132222222222222,0.000166666666666667,0.173555555555556
56,0.353444444444444,0.000333333333333333,0.101055555555556,0.0296111111111111,0.000277777777777778,0.198611111111111,0.172611111111111,0.00772222222222222,0.0189444444444444,0.000444444444444444,0.116944444444444
57,0.534333333333333,0.000111111111111111,0.0362777777777778,0.00238888888888889,5.55555555555556e-05,0.0991666666666667,0.183888888888889,0.019,0.0238333333333333,0.00122222222222222,0.0997222222222222
58,0.404277777777778,0.000333333333333333,0.0868333333333333,0.0102777777777778,0,0.193777777777778,0.172777777777778,0.0130555555555556,0.0277777777777778,0.0015,0.0893888888888889
59,0.299555555555556,0.00438888888888889,0.211888888888889,0.0294444444444444,0.00277777777777778,0.09,0.108722222222222,0.0142777777777778,0.017,0.0323333333333333,0.189611111111111
60,0.428055555555556,5.55555555555556e-05,0.104388888888889,0.0114444444444444,0.000444444444444444,0.127722222222222,0.181222222222222,0.00683333333333333,0.0216666666666667,0.00622222222222222,0.111944444444444
61,0.383222222222222,0.000944444444444444,0.167277777777778,0.0259444444444444,0.00227777777777778,0.0792222222222222,0.126277777777778,0.00544444444444444,0.0270555555555556,0.0189444444444444,0.163388888888889
62,0.304944444444444,0.000555555555555556,0.194166666666667,0.0293333333333333,0.00405555555555556,0.0385555555555556,0.116277777777778,0.0123888888888889,0.0495,0.0138333333333333,0.236388888888889
63,0.3565,0.00288888888888889,0.183277777777778,0.0446666666666667,0.00333333333333333,0.0841111111111111,0.100555555555556,0.0131111111111111,0.0171666666666667,0.0103333333333333,0.184055555555556
64,0.405166666666667,0.00172222222222222,0.142888888888889,0.0330555555555556,0.00166666666666667,0.0359444444444444,0.143611111111111,0.0245555555555556,0.0305555555555556,0.0106666666666667,0.170166666666667
65,0.378388888888889,0.00122222222222222,0.168722222222222,0.0311666666666667,0.00394444444444444,0.0391111111111111,0.151944444444444,0.0190555555555556,0.0205,0.00594444444444444,0.18
66,0.389111111111111,0.00166666666666667,0.0887222222222222,0.0263333333333333,0.00194444444444444,0.0843888888888889,0.149833333333333,0.0182777777777778,0.0349444444444444,0.00366666666666667,0.201111111111111
67,0.378,0.00244444444444444,0.1515,0.053,0.00305555555555556,0.0725555555555556,0.113888888888889,0.0166666666666667,0.0236666666666667,0.00388888888888889,0.181333333333333
68,0.347833333333333,0.00261111111111111,0.184888888888889,0.0692777777777778,0.00388888888888889,0.0751666666666667,0.0732222222222222,0.00733333333333333,0.0134444444444444,0.0129444444444444,0.209388888888889
69,0.3735,0.00138888888888889,0.158555555555556,0.0552222222222222,0.00272222222222222,0.0642222222222222,0.072,0.00727777777777778,0.0177222222222222,0.0156666666666667,0.231722222222222
70,0.458444444444444,5e-04,0.159555555555556,0.00877777777777778,0.001,0.0277777777777778,0.130833333333333,0.0285,0.0263888888888889,0.00477777777777778,0.153444444444444
71,0.466,0.00116666666666667,0.181888888888889,0.0102777777777778,0.00205555555555556,0.0113333333333333,0.105111111111111,0.0206111111111111,0.02,0.0192777777777778,0.162277777777778
72,0.42,0.00172222222222222,0.197611111111111,0.0256666666666667,0.00183333333333333,0.0111111111111111,0.097,0.0176666666666667,0.0203333333333333,0.0156666666666667,0.191388888888889
73,0.425611111111111,0.00111111111111111,0.203,0.0241111111111111,0.00238888888888889,0.0185,0.0986666666666667,0.0149444444444444,0.0200555555555556,0.0302777777777778,0.161333333333333
74,0.484555555555556,0.000666666666666667,0.149888888888889,0.0135,0.000944444444444444,0.0472222222222222,0.104666666666667,0.0120555555555556,0.0224444444444444,0.0173888888888889,0.146666666666667
75,0.510166666666667,0.000388888888888889,0.120388888888889,0.00922222222222222,0.000222222222222222,0.0706111111111111,0.108611111111111,0.0095,0.0261111111111111,0.00538888888888889,0.139388888888889
76,0.470611111111111,0.00116666666666667,0.170777777777778,0.015,0.000777777777777778,0.0245,0.0809444444444444,0.0163888888888889,0.0368333333333333,0.00561111111111111,0.177388888888889
77,0.466222222222222,0.000611111111111111,0.0632222222222222,0.00661111111111111,0,0.194833333333333,0.112166666666667,0.00983333333333333,0.0246666666666667,0.00594444444444444,0.115888888888889
78,0.603944444444444,0.000333333333333333,0.0682222222222222,0.00255555555555556,0.000166666666666667,0.051,0.104722222222222,0.0235555555555556,0.0424444444444444,0.0185555555555556,0.0845
79,0.595944444444444,5e-04,0.0658888888888889,0.00238888888888889,5e-04,0.0503333333333333,0.112611111111111,0.0231111111111111,0.0491666666666667,0.0168333333333333,0.0827222222222222
80,0.574944444444444,0.000333333333333333,0.0655,0.00277777777777778,0.00133333333333333,0.0526111111111111,0.120666666666667,0.0249444444444444,0.0512777777777778,0.0160555555555556,0.0895555555555556
81,0.552888888888889,0.000222222222222222,0.0676666666666667,0.00383333333333333,0.00122222222222222,0.0522222222222222,0.121722222222222,0.0246111111111111,0.0545555555555556,0.0132777777777778,0.107777777777778
82,0.523944444444444,0.000888888888888889,0.0662222222222222,0.00333333333333333,0.00161111111111111,0.0520555555555556,0.128277777777778,0.0253888888888889,0.0602222222222222,0.0125,0.125555555555556
83,0.496222222222222,0.000333333333333333,0.0713888888888889,0.00388888888888889,0.00338888888888889,0.0545,0.134722222222222,0.0258333333333333,0.0597222222222222,0.0109444444444444,0.139055555555556
84,0.4595,0.000666666666666667,0.0703888888888889,0.00483333333333333,0.00338888888888889,0.0553333333333333,0.136277777777778,0.0265,0.0644444444444444,0.0105555555555556,0.168111111111111
85,0.436,0.000777777777777778,0.0693888888888889,0.00622222222222222,0.00316666666666667,0.054,0.145111111111111,0.0282777777777778,0.0669444444444444,0.00883333333333333,0.181277777777778
86,0.407166666666667,0.000777777777777778,0.0687777777777778,0.007,0.00627777777777778,0.0553888888888889,0.151055555555556,0.0273888888888889,0.0689444444444444,0.00583333333333333,0.201388888888889
87,0.379722222222222,0.000777777777777778,0.0702777777777778,0.00733333333333333,0.00527777777777778,0.0576111111111111,0.158222222222222,0.0296666666666667,0.0717777777777778,0.006,0.213333333333333
88,0.367666666666667,0.00116666666666667,0.0723888888888889,0.00811111111111111,0.00544444444444444,0.0607777777777778,0.158166666666667,0.029,0.0721111111111111,0.00338888888888889,0.221777777777778
89,0.356611111111111,0.000555555555555556,0.0717777777777778,0.00933333333333333,0.00544444444444444,0.0597222222222222,0.164333333333333,0.0290555555555556,0.0712222222222222,0.00205555555555556,0.229888888888889
90,0.385888888888889,0.000555555555555556,0.0727777777777778,0.0129444444444444,0.00383333333333333,0.0497222222222222,0.169444444444444,0.0353333333333333,0.0646666666666667,0.001,0.203833333333333
91,0.427333333333333,5e-04,0.0879444444444445,0.0166111111111111,0.00244444444444444,0.034,0.185277777777778,0.0375555555555556,0.0481666666666667,0.000777777777777778,0.159388888888889
92,0.426222222222222,0.000333333333333333,0.104833333333333,0.0191666666666667,0.00138888888888889,0.0227777777777778,0.198444444444444,0.039,0.045,0.000333333333333333,0.1425
93,0.359333333333333,5e-04,0.1415,0.0186111111111111,0.00238888888888889,0.0522222222222222,0.189722222222222,0.0161111111111111,0.0446111111111111,0.00355555555555556,0.171444444444444
94,0.334222222222222,0.00133333333333333,0.127944444444444,0.03,0.00311111111111111,0.0307222222222222,0.153777777777778,0.0621111111111111,0.0501111111111111,0.00261111111111111,0.204055555555556
95,0.468,0.00138888888888889,0.0724444444444445,0.0153888888888889,0.000833333333333333,0.0216111111111111,0.1935,0.0276666666666667,0.0361111111111111,0.000111111111111111,0.162944444444444
96,0.328944444444444,0.00405555555555556,0.223666666666667,0.0372222222222222,0.00283333333333333,0.0108333333333333,0.136944444444444,0.00605555555555556,0.0359444444444444,0,0.2135
97,0.268944444444444,0.00544444444444444,0.193055555555556,0.0493888888888889,0.00322222222222222,0.0206111111111111,0.101944444444444,0.0129444444444444,0.0292222222222222,0.00138888888888889,0.313833333333333
98,0.501166666666667,0.000777777777777778,0.048,0.00794444444444444,5.55555555555556e-05,0.125888888888889,0.149666666666667,0.0142777777777778,0.0301666666666667,0.00205555555555556,0.12
99,0.415611111111111,0.0211111111111111,0.1625,0.0130555555555556,0.00338888888888889,0.00566666666666667,0.143388888888889,0.0232222222222222,0.0279444444444444,0.00177777777777778,0.182333333333333
100,0.508260555153808,0.0107915670022807,0.126939978861879,0.00962340768760082,0.00200255882516549,0.00127941258274462,0.128163764810591,0.0160204706013239,0.0204149746898815,0.000778772876453246,0.175724536908272
101,0.614666666666667,0.000277777777777778,0.069,0.00427777777777778,0.000444444444444444,0,0.119777777777778,0.00872222222222222,0.0145,0,0.168333333333333
102,0.533888888888889,0,0.008,0.000555555555555556,5.55555555555556e-05,0,0.222166666666667,0.00888888888888889,0.0689444444444444,0.000111111111111111,0.157388888888889
103,0.582555555555556,0.00105555555555556,0.021,0.00705555555555556,0.000222222222222222,0.000166666666666667,0.167111111111111,0.0184444444444444,0.0309444444444444,0,0.171444444444444
104,0.479555555555556,0.00166666666666667,0.100055555555556,0.0161111111111111,0.00116666666666667,0,0.139722222222222,0.0219444444444444,0.0380555555555556,0,0.201722222222222
105,0.640388888888889,0,0.00461111111111111,0.000166666666666667,0,0,0.235833333333333,0.0158333333333333,0.0248888888888889,0.00261111111111111,0.0756666666666667
106,0.565333333333333,5.55555555555556e-05,0.00588888888888889,0.000333333333333333,5.55555555555556e-05,0,0.172444444444444,0.0145,0.0181111111111111,0.151333333333333,0.0719444444444444
107,0.597333333333333,5e-04,0.0140555555555556,0.0025,5.55555555555556e-05,0,0.172111111111111,0.0122222222222222,0.0138333333333333,0.0866111111111111,0.100777777777778
