"t","x_1","x_2","x_3","x_4"
100,0.0485544350641911,0.0412946169728278,0.0514190010770526,0.0912433369179509
101,0.0490891479681565,0.0371275925960559,0.0504640584570862,0.0640349732479721
102,0.0502127218431697,0.0334498798805731,0.0518431620976192,0.045107407465251
103,0.0518884147049619,0.0302315774732606,0.0549514587457943,0.0321902949371645
104,0.0540948875134395,0.0274376057124352,0.0594833225381248,0.0234430985528939
105,0.0568224115350758,0.0250316783123657,0.0652939959161119,0.0175340959268595
106,0.0600697876087791,0.0229788586733559,0.072329895835403,0.0135498337640605
107,0.0638416720469931,0.0212471504473011,0.0805910544426667,0.0108829211377674
108,0.068145858584777,0.0198083647361534,0.0901077134543555,0.00913977571616964
109,0.0729914688337672,0.0186391295821021,0.100925179623776,0.0080768457898459
110,0.0783862353585811,0.0177211979349679,0.113088098720912,0.00755983945204944
111,0.0843334813638847,0.0170420279506669,0.126620858549121,0.00754581006648782
112,0.0908286881870605,0.0165951052473834,0.141499372401502,0.00808629958167182
113,0.097855184460975,0.0163806047291006,0.157601042849647,0.00936402378507472
114,0.105378251382166,0.0164060243485315,0.174612143803009,0.0117797623653305
115,0.113339558943731,0.0166876272927296,0.191855444958203,0.0161435657080245
116,0.121649254929323,0.0172519527923306,0.207954239969526,0.0240502238305571
117,0.130176059617635,0.0181372640664512,0.220247697259028,0.038477747159549
118,0.138736554693746,0.0193951996398181,0.22411157853436,0.0641200852984418
119,0.147084046765587,0.0210919167772962,0.213486316188443,0.104963640908591
120,0.154898939123051,0.0233076546420054,0.185568808746615,0.15521870451482
121,0.161784383058303,0.0261328991919772,0.14758666433037,0.192768214739711
122,0.167273272474112,0.0296584269587361,0.112712421575235,0.198121020404386
123,0.170854667578149,0.033955956577479,0.0880580393337456,0.17545880462561
124,0.172029602495823,0.0390463924473436,0.0731578627659951,0.141324788168257
125,0.170400444020006,0.0448574198461202,0.0651834108389861,0.108003838456397
126,0.165782116654794,0.0511813169649893,0.0617753077162206,0.0805342118637756
127,0.158301387667881,0.057654235248423,0.061450839202957,0.0596657922583405
128,0.148437525467989,0.0637814908394575,0.0633539112211515,0.0444721045858518
129,0.136964172735105,0.0690204021506542,0.0670037207015367,0.0336601592709708
130,0.124797200939164,0.0728992865876044,0.0721357392872691,0.0260688188360071
131,0.11280725993727,0.0751245637745234,0.0786105715176082,0.0207985711972945
132,0.10167288396602,0.0756300221259557,0.0863605157958417,0.0172026016484566
133,0.0918185018827388,0.0745558903163728,0.0953559284869051,0.0148411038995404
134,0.0834327802384253,0.0721805333287816,0.105580114201533,0.0134364543449307
135,0.0765308987404111,0.0688415780381826,0.11700560169482,0.0128427177370511
136,0.0710235713407994,0.0648730217811175,0.129564522952716,0.013034723658648
137,0.0667728619141195,0.0605667833983756,0.143104877272305,0.0141224668652853
138,0.0636289406226403,0.0561562041853371,0.157319638107127,0.0164007346081485
139,0.0614519451957595,0.0518146005214885,0.171629529602014,0.0204538860901654
140,0.0601217916851599,0.0476624908618873,0.184987576363636,0.0273354284752814
141,0.059540043928621,0.0437776044045414,0.195593915973113,0.0387881618592581
142,0.0596289598728995,0.0402049956415349,0.200640955381107,0.0572280987564713
143,0.0603290016969766,0.036965994249009,0.196616097794382,0.0845779295565585
144,0.0615958321139792,0.0340655196733274,0.181184066756059,0.118725094077895
145,0.0633973306423819,0.0314978638450246,0.156380561819289,0.149894500321476
146,0.0657106106181265,0.0292509144513961,0.128967623886865,0.165146533939109
147,0.0685196935836925,0.027309531877068,0.105608551563361,0.159856236371604
148,0.0718128454928429,0.0256577506276798,0.0889844979973128,0.140161321741226
149,0.0755801547305427,0.0242804501545549,0.0786156676433673,0.115201223947683
150,0.0798110322871673,0.0231645703069742,0.0730455240374897,0.0912719325603109
151,0.0844916201304387,0.0223000745864424,0.0709699810013653,0.0711358042966679
152,0.0896019765204608,0.0216807550546679,0.0714791588594154,0.0553420148578228
153,0.0951128328135407,0.0213049258131935,0.0739930859454112,0.0434503765539499
154,0.100981745740348,0.0211759837410915,0.0781545007297937,0.0347284613112351
155,0.10714885957642,0.0213030217496457,0.0837461065705699,0.0284661692756571
156,0.113532148507228,0.0217013792519191,0.0906337359779404,0.0240866997648791
157,0.120022348827026,0.0223930326805696,0.0987267559109955,0.0211674295617847
158,0.126477988568753,0.0234066246664046,0.107947067108222,0.0194301580918841
159,0.132721301163782,0.0247767803967229,0.11819950302193,0.0187285035714727
160,0.138536277264301,0.0265422059339435,0.129337100582839,0.0190456785649464
161,0.143670538066744,0.0287418815903842,0.141113732404074,0.020510895415716
162,0.147843305639584,0.031408456050996,0.153114259012775,0.0234413901494721
163,0.150762337108397,0.034557989850045,0.164651688898241,0.0284128888562809
164,0.15215214919198,0.0381759550437986,0.174630970897373,0.0363382699002
165,0.151793221709384,0.0422010714833196,0.181425072052291,0.0484535204242147
166,0.149567111774245,0.0465109865613753,0.182934268774559,0.065925927574323
167,0.145497644639916,0.0509160730054859,0.177186689162554,0.0886290574927149
168,0.139772103047478,0.0551684816695769,0.163700178046436,0.11324473423254
169,0.132731475253638,0.0589897161598174,0.144740034909322,0.132914724433304
170,0.124825696846313,0.0621132343050879,0.124623639713454,0.141011462357621
171,0.116544244103734,0.0643294682980066,0.107204007594293,0.136017133205571
172,0.108345524194279,0.0655197913814921,0.0942461131952791,0.12169032066206
173,0.100603063083913,0.0656686057710175,0.0857672353091054,0.103387428451498
174,0.0935796123235517,0.0648529439023603,0.0810483239765202,0.0851756351346556
175,0.0874289225336549,0.0632158799861864,0.0792958963515196,0.0691875563392895
176,0.0822144533830685,0.0609356975819275,0.0798743520893371,0.0561307189519082
177,0.0779357233940376,0.0581977857589158,0.0823320733885088,0.0459459336364752
178,0.0745525429945705,0.0551751865513231,0.0863608172965918,0.0382627990506839
179,0.0720044197808279,0.0520170689347284,0.0917494616879049,0.0326480687051894
180,0.0702241554758147,0.0488441476369355,0.0983443036343619,0.0287200446801907
181,0.0691462237505065,0.0457489173463554,0.106015929418321,0.026191988634851
182,0.0687112258265351,0.042798596057114,0.114628920624765,0.0248854077101532
183,0.0688677264168924,0.0400392835319652,0.124009678414773,0.0247358515307519
184,0.0695724859097201,0.0375003809074236,0.133907443411015,0.0258032560578083
185,0.0707897416087074,0.0351987301181138,0.143943562645101,0.0282923054184389
186,0.0724899207892643,0.0331421865378304,0.153546188433522,0.0325805018241135
187,0.0746480277926996,0.0313325490355198,0.161877558884823,0.0392332399406211
188,0.0772418689972914,0.0297679015251824,0.167789124978104,0.0489425681852801
189,0.0802501653629531,0.0284444509956025,0.1698963948927,0.0622558047656423
190,0.0836505668883388,0.0273579588268493,0.16692766935001,0.0789330020426379
191,0.0874176473449055,0.0265049343912522,0.158413159334723,0.0970646826400474
192,0.0915205763791089,0.0258834715326898,0.145374401018489,0.112815676358694
193,0.0959206063834494,0.0254938372825709,0.13024398451469,0.121905884794595
194,0.100568805528562,0.0253392130760013,0.115768319979693,0.122146951452087
195,0.105403148735231,0.0254258943786215,0.103840805874683,0.114553348050664
196,0.110345864560394,0.0257634561467745,0.0951778486856176,0.102136342743966
197,0.115300976479181,0.0263644573734109,0.0896874561110743,0.0880319364348141
198,0.120152618290936,0.0272439775287055,0.0869458584360596,0.0744503455236618
199,0.124764337225594,0.0284183768998664,0.0864869776047254,0.0625553717755249
200,0.128980505492071,0.0299030785611618,0.0879144712908893,0.0527539647498051
201,0.132630179135793,0.0317095358200511,0.0909226745698108,0.0450292881945196
202,0.135534886625891,0.0338406002439036,0.0952795620806568,0.0391803532549458
203,0.1375209408479,0.0362846524585512,0.100801161978581,0.0349639177462629
204,0.138436184737267,0.0390089926580518,0.107324813941562,0.0321687266973528
205,0.138169926281758,0.0419536241834809,0.114682375742572,0.0306511603945729
206,0.136673091103749,0.0450273032590179,0.122671740901082,0.0303531831546186
207,0.133974014990292,0.0481081060569954,0.131024379949201,0.031314555949585
208,0.130184961541299,0.0510502987987906,0.139367388803358,0.0336837121937336
209,0.125495905455062,0.0536978705731477,0.14718196635447,0.0377227104575257
210,0.120155197757598,0.0559029041810755,0.153769666670106,0.0437866040205138
211,0.114440831567771,0.057544749675124,0.158256371255651,0.0522341537089802
212,0.108628718359074,0.0585456477783923,0.159691048555119,0.0632026955167811
213,0.10296515032821,0.0588782735076671,0.15730264446709,0.0762167529745607
214,0.0976490754018123,0.0585645096296561,0.150900400681983,0.0897816270818708
215,0.0928250179420305,0.0576671049370979,0.141207263311038,0.101406660295451
216,0.0885848760038783,0.0562771496062618,0.129782686972964,0.108460574786738
217,0.0849766600011655,0.0544998426631806,0.118450663080764,0.10946604608308
218,0.0820147499673899,0.0524431452928032,0.108646221716106,0.104766145479524
219,0.0796904162448211,0.0502089428415795,0.101121796440412,0.0960651446486246
220,0.0779803898960737,0.0478876064126232,0.0960481983460817,0.0854419795159887
221,0.0768538342727246,0.0455551852908271,0.0932665006494957,0.0746060642868693
222,0.0762772488234007,0.0432729615292625,0.0924968827051977,0.0646456618387784
223,0.0762171848462606,0.0410884250861894,0.093450856953298,0.056100574319004
224,0.0766417100853105,0.0390369316741276,0.0958737462020067,0.049141195833373
225,0.0775212625738804,0.0371438396874316,0.099550625795896,0.0437376374911838
226,0.0788283393891702,0.0354265514855561,0.104294293014532,0.0397783239973438
227,0.0805368750506426,0.0338964300305268,0.109927313801586,0.0371434249921895
228,0.0826213268708221,0.0325605088592809,0.116261181469299,0.0357466762252922
229,0.0850555352130289,0.031422946838341,0.123073264238265,0.0355583875301982
230,0.0878114261330954,0.0304862372185994,0.13008160762961,0.0366177861111336
231,0.0908575897377666,0.0297521852026217,0.13691885020931,0.0390366794076634
232,0.0941577556548537,0.0292226663549397,0.143110245397401,0.0429886661996117
233,0.0976692084378341,0.0289001774956686,0.148068301605791,0.0486678896491276
234,0.101341196092161,0.028788163868974,0.151127535694879,0.0561910392884625
235,0.105113483548288,0.0288911257362545,0.15165110519544,0.0654201096176292
236,0.108915215889264,0.0292146225792616,0.149222174834851,0.0757345113412795
237,0.112664101649268,0.0297648031112032,0.1438767497227,0.0858855296495392
238,0.116266439603611,0.0305475830049299,0.136239130152985,0.0941611148636226
239,0.119618372693639,0.0315673482065403,0.127411503047362,0.0989538186719661
240,0.122608070494558,0.0328255449151005,0.118629594991438,0.0994363094995385
241,0.125120104102842,0.0343181542650549,0.11090173663278,0.09586338372723
242,0.127041600826045,0.0360329963234251,0.104828908280187,0.0893154520288007
243,0.128270806739329,0.0379466313478367,0.100631387349835,0.0811642723284055
244,0.12872679671492,0.0400216794789996,0.0982773219774922,0.0726250176930228
245,0.128359066451276,0.042205045910383,0.0976112175464023,0.0645557214486021
246,0.127156611134637,0.0444276516813122,0.0984362126731142,0.0574555751390677
247,0.125153771359072,0.0466067029751219,0.100554319530663,0.0515525390216755
248,0.122430994609002,0.0486507979570106,0.103778956542392,0.0469065648105244
249,0.119109535533624,0.050467361127194,0.107932294363312,0.0434948014662204
250,0.115341472868256,0.0519716401892774,0.112833759878272,0.041269595717056
